lottery_type,period_id,front_1,front_2,front_3,front_4,front_5,back_1,back_2
dlt,11105,2,11,26,32,33,5,12
dlt,11106,1,9,29,30,35,5,9
dlt,11107,2,6,18,30,32,1,8
dlt,11108,7,15,18,24,28,1,7
dlt,11109,1,11,12,22,34,8,10
dlt,11110,30,31,33,34,35,4,7
dlt,11111,2,11,13,23,31,11,12
dlt,11112,6,17,28,32,33,8,12
dlt,11113,4,5,7,10,12,4,5
dlt,11114,6,8,17,27,35,2,11
dlt,11115,17,26,30,31,35,6,11
dlt,11116,10,15,18,19,26,7,12
dlt,11117,10,12,28,32,33,3,5
dlt,11118,4,7,11,32,35,5,7
dlt,11119,4,15,20,26,31,6,12
dlt,11120,20,25,26,30,31,9,10
dlt,11121,2,3,30,31,33,3,9
dlt,11122,3,8,23,24,34,5,12
dlt,11123,10,14,18,19,35,1,6
dlt,11124,8,12,14,20,25,6,8
dlt,11125,7,10,27,34,35,10,12
dlt,11126,7,17,29,30,33,10,12
dlt,11127,1,11,22,26,29,5,8
dlt,11128,3,4,6,11,13,1,2
dlt,11129,1,7,13,18,23,4,8
dlt,11130,8,9,13,23,35,11,12
dlt,11131,3,5,12,18,33,7,11
dlt,11132,12,14,16,19,33,2,9
dlt,11133,4,11,23,26,35,3,12
dlt,11134,1,10,12,14,17,9,10
dlt,11135,6,22,29,33,35,3,12
dlt,11136,8,9,11,19,33,3,12
dlt,11137,2,15,18,23,31,1,2
dlt,11138,17,23,26,30,32,6,12
dlt,11139,4,6,10,15,16,3,4
dlt,11140,1,12,32,33,34,9,11
dlt,11141,2,11,19,22,35,10,12
dlt,11142,4,26,30,33,34,4,6
dlt,11143,8,9,12,25,33,7,10
dlt,11144,7,18,24,28,33,2,3
dlt,11145,7,15,19,24,29,4,6
dlt,11146,9,13,19,29,34,2,11
dlt,11147,1,15,16,27,28,2,7
dlt,11148,7,10,11,26,31,3,4
dlt,11149,2,7,12,29,31,3,5
dlt,11150,13,22,30,33,34,6,12
dlt,11151,7,11,14,20,27,3,10
dlt,11152,1,4,6,21,35,2,11
dlt,11153,6,22,29,30,35,3,5
dlt,11154,4,12,16,20,28,8,11
dlt,12001,7,27,28,32,33,1,12
dlt,12002,3,11,14,26,29,7,8
dlt,12003,16,22,24,33,34,3,10
dlt,12004,10,11,22,31,32,6,7
dlt,12005,1,2,29,31,33,7,12
dlt,12006,3,20,22,25,27,1,9
dlt,12007,4,5,13,17,25,7,10
dlt,12008,6,8,30,31,32,1,11
dlt,12009,6,14,20,29,35,9,10
dlt,12010,25,26,29,32,34,5,7
dlt,12011,5,19,22,29,30,2,4
dlt,12012,6,18,22,30,35,2,7
dlt,12013,7,8,11,12,24,1,2
dlt,12014,10,14,24,30,32,1,12
dlt,12015,12,13,24,26,33,6,8
dlt,12016,5,14,20,29,31,8,12
dlt,12017,6,11,22,29,34,3,12
dlt,12018,3,10,14,29,31,4,8
dlt,12019,7,9,17,30,34,1,12
dlt,12020,12,14,27,29,34,3,6
dlt,12021,10,15,21,31,34,7,8
dlt,12022,7,12,20,33,35,1,10
dlt,12023,7,9,17,29,35,9,10
dlt,12024,3,11,17,21,30,3,7
dlt,12025,1,2,5,12,27,4,7
dlt,12026,10,11,22,23,29,2,9
dlt,12027,3,10,11,22,31,5,7
dlt,12028,10,12,15,33,34,3,10
dlt,12029,4,7,8,18,29,7,10
dlt,12030,3,21,22,26,32,1,3
dlt,12031,19,21,23,25,30,3,8
dlt,12032,7,8,16,26,34,7,11
dlt,12033,8,13,19,27,32,1,8
dlt,12034,1,8,15,16,29,8,9
dlt,12035,1,4,30,32,35,8,12
dlt,12036,1,9,20,30,31,8,12
dlt,12037,9,13,27,31,35,3,10
dlt,12038,11,23,25,31,35,1,3
dlt,12039,15,21,22,24,35,1,5
dlt,12040,2,13,23,28,29,1,5
dlt,12041,1,2,13,22,23,2,10
dlt,12042,7,24,27,28,35,7,12
dlt,12043,1,6,25,31,34,3,9
dlt,12044,3,4,14,32,35,1,2
dlt,12045,5,11,17,20,28,11,12
dlt,12046,4,8,19,23,27,4,11
dlt,12047,5,7,17,30,34,3,10
dlt,12048,6,9,26,30,35,5,6
dlt,12049,9,18,22,27,31,10,12
dlt,12050,13,17,22,28,29,1,10
dlt,12051,1,2,17,18,33,5,12
dlt,12052,10,20,26,31,33,10,12
dlt,12053,11,12,26,28,31,7,12
dlt,12054,1,16,18,27,30,10,11
dlt,12055,7,22,26,32,33,1,8
dlt,12056,11,21,23,26,34,7,9
dlt,12057,1,2,14,33,34,3,5
dlt,12058,13,21,29,31,35,4,12
dlt,12059,9,13,19,21,27,3,4
dlt,12060,2,16,21,24,30,6,10
dlt,12061,5,10,14,27,33,7,9
dlt,12062,21,32,33,34,35,8,9
dlt,12063,11,25,26,29,35,1,2
dlt,12064,9,12,13,15,30,9,10
dlt,12065,10,22,28,29,34,5,11
dlt,12066,1,20,25,29,33,4,6
dlt,12067,20,22,27,30,33,1,2
dlt,12068,1,21,31,32,35,3,6
dlt,12069,2,4,22,25,34,2,11
dlt,12070,9,22,23,32,34,6,8
dlt,12071,13,23,29,31,34,6,8
dlt,12072,4,8,17,22,25,4,10
dlt,12073,18,23,29,33,34,2,7
dlt,12074,10,22,23,30,32,1,7
dlt,12075,7,9,10,18,22,5,10
dlt,12076,2,14,16,22,24,2,5
dlt,12077,10,30,32,33,34,2,3
dlt,12078,1,2,23,25,35,5,12
dlt,12079,1,5,25,32,33,1,10
dlt,12080,11,12,14,25,28,2,5
dlt,12081,10,16,17,30,35,1,8
dlt,12082,2,4,9,10,15,8,10
dlt,12083,16,19,28,29,31,5,8
dlt,12084,21,24,27,29,31,1,2
dlt,12085,7,18,29,31,33,10,12
dlt,12086,3,20,25,29,32,5,10
dlt,12087,1,6,7,21,31,4,11
dlt,12088,13,17,24,30,35,2,10
dlt,12089,6,12,21,29,32,6,11
dlt,12090,2,21,27,29,33,2,10
dlt,12091,3,10,28,31,33,1,9
dlt,12092,8,9,23,25,31,2,12
dlt,12093,2,16,21,31,33,4,11
dlt,12094,2,14,23,32,35,1,10
dlt,12095,6,9,22,27,30,8,12
dlt,12096,5,10,19,24,35,8,9
dlt,12097,9,17,24,29,32,1,2
dlt,12098,2,11,28,29,30,6,12
dlt,12099,12,18,24,25,32,2,12
dlt,12100,7,9,13,19,27,1,3
dlt,12101,2,5,8,9,31,3,7
dlt,12102,2,4,6,13,35,4,8
dlt,12103,2,9,18,23,24,1,4
dlt,12104,16,18,24,25,27,4,9
dlt,12105,5,6,14,15,31,6,8
dlt,12106,15,23,25,29,31,9,10
dlt,12107,4,7,9,22,33,1,3
dlt,12108,6,7,12,24,35,2,6
dlt,12109,1,22,30,32,35,9,11
dlt,12110,1,11,17,19,26,5,12
dlt,12111,1,24,25,30,33,4,11
dlt,12112,1,2,28,31,35,5,7
dlt,12113,3,10,22,27,29,3,12
dlt,12114,3,6,21,33,35,1,7
dlt,12115,1,6,13,19,23,6,9
dlt,12116,1,11,18,20,22,7,10
dlt,12117,1,12,18,21,33,7,8
dlt,12118,5,17,25,30,33,1,12
dlt,12119,5,6,9,19,32,6,9
dlt,12120,2,10,21,23,29,3,4
dlt,12121,7,18,20,29,30,5,6
dlt,12122,23,24,25,29,31,3,12
dlt,12123,5,8,18,30,33,1,9
dlt,12124,7,11,19,20,35,5,10
dlt,12125,6,14,17,22,35,1,2
dlt,12126,13,14,21,28,29,5,10
dlt,12127,12,13,14,25,35,10,12
dlt,12128,9,10,19,30,31,4,11
dlt,12129,1,7,21,28,31,3,9
dlt,12130,14,19,23,29,30,6,7
dlt,12131,2,16,18,27,30,8,12
dlt,12132,5,8,21,25,33,1,11
dlt,12133,5,7,13,29,30,1,5
dlt,12134,1,6,18,32,35,2,7
dlt,12135,3,5,17,18,33,6,7
dlt,12136,2,23,29,30,31,1,4
dlt,12137,3,12,20,21,27,1,6
dlt,12138,13,17,27,31,33,6,12
dlt,12139,9,10,12,22,25,4,11
dlt,12140,7,17,27,28,29,9,10
dlt,12141,3,11,19,23,34,2,12
dlt,12142,15,19,29,34,35,7,10
dlt,12143,9,27,29,30,31,3,6
dlt,12144,11,13,14,21,29,1,10
dlt,12145,5,22,31,33,35,6,9
dlt,12146,1,10,13,17,26,6,8
dlt,12147,2,3,17,19,33,2,9
dlt,12148,4,16,27,29,34,6,11
dlt,12149,2,10,23,33,34,5,10
dlt,12150,2,14,18,24,31,2,3
dlt,12151,3,19,20,24,33,3,4
dlt,12152,4,17,26,33,34,2,8
dlt,12153,8,9,10,13,22,5,10
dlt,12154,3,26,27,31,32,3,9
dlt,13001,6,9,11,31,32,5,11
dlt,13002,4,20,27,31,32,6,12
dlt,13003,1,16,18,21,31,9,12
dlt,13004,7,8,12,20,25,3,7
dlt,13005,18,22,26,28,31,10,12
dlt,13006,8,20,25,31,32,5,7
dlt,13007,14,29,32,33,34,3,6
dlt,13008,2,7,25,29,34,3,6
dlt,13009,10,17,19,27,29,5,12
dlt,13010,9,15,17,18,29,9,11
dlt,13011,1,2,8,15,23,6,9
dlt,13012,1,14,31,32,34,2,11
dlt,13013,13,15,29,30,35,1,11
dlt,13014,5,8,25,29,31,2,4
dlt,13015,14,15,26,32,33,1,11
dlt,13016,5,15,19,27,32,8,9
dlt,13017,11,14,22,29,34,5,11
dlt,13018,20,23,31,33,34,3,9
dlt,13019,6,12,17,29,30,7,11
dlt,13020,6,11,20,31,32,5,9
dlt,13021,23,24,28,30,33,1,11
dlt,13022,3,4,13,17,23,3,8
dlt,13023,5,19,24,26,35,5,7
dlt,13024,9,12,14,18,24,1,4
dlt,13025,3,23,25,26,28,10,12
dlt,13026,2,10,16,30,33,5,6
dlt,13027,3,12,14,24,35,3,8
dlt,13028,13,19,28,30,34,8,12
dlt,13029,5,7,17,25,26,4,10
dlt,13030,3,5,9,10,28,5,7
dlt,13031,12,17,18,26,32,10,11
dlt,13032,12,27,28,33,35,1,8
dlt,13033,12,18,22,28,31,1,11
dlt,13034,1,3,11,19,29,4,8
dlt,13035,5,14,28,32,34,7,8
dlt,13036,8,12,32,33,35,3,5
dlt,13037,2,26,31,32,34,6,8
dlt,13038,1,19,24,25,26,7,9
dlt,13039,6,23,30,33,35,7,10
dlt,13040,16,17,22,26,35,3,10
dlt,13041,3,13,14,15,34,5,8
dlt,13042,2,6,22,23,33,1,6
dlt,13043,7,13,25,34,35,7,9
dlt,13044,7,11,13,18,28,5,10
dlt,13045,8,11,12,21,25,2,7
dlt,13046,15,16,19,25,32,5,11
dlt,13047,12,20,28,30,35,3,11
dlt,13048,10,11,23,32,33,1,4
dlt,13049,18,22,25,31,32,4,6
dlt,13050,14,22,30,32,33,7,8
dlt,13051,5,8,15,18,33,7,8
dlt,13052,1,2,10,29,31,1,10
dlt,13053,13,31,33,34,35,5,7
dlt,13054,5,8,21,30,32,1,8
dlt,13055,4,5,22,23,24,3,9
dlt,13056,11,22,30,32,35,3,4
dlt,13057,7,15,27,33,35,7,10
dlt,13058,20,21,27,31,35,7,11
dlt,13059,3,8,11,24,27,7,12
dlt,13060,15,25,26,32,35,5,10
dlt,13061,1,14,18,21,32,5,10
dlt,13062,1,5,8,9,12,9,12
dlt,13063,3,5,11,27,28,5,6
dlt,13064,21,24,26,28,32,1,3
dlt,13065,9,28,31,34,35,2,9
dlt,13066,6,7,13,33,34,2,11
dlt,13067,2,3,5,8,29,10,12
dlt,13068,10,17,27,34,35,5,7
dlt,13069,6,12,13,16,30,7,12
dlt,13070,9,12,18,21,29,1,8
dlt,13071,13,19,26,27,28,3,11
dlt,13072,12,27,28,33,35,3,5
dlt,13073,3,5,23,27,31,2,6
dlt,13074,6,14,20,24,32,1,7
dlt,13075,1,11,13,19,35,7,8
dlt,13076,13,15,16,26,27,9,10
dlt,13077,24,26,30,32,35,6,12
dlt,13078,2,7,23,31,33,2,8
dlt,13079,9,10,17,21,34,1,7
dlt,13080,6,21,23,27,31,4,6
dlt,13081,7,9,15,17,23,2,7
dlt,13082,3,9,25,26,33,3,12
dlt,13083,26,29,30,32,35,4,10
dlt,13084,8,22,26,29,35,1,5
dlt,13085,8,19,23,27,32,3,5
dlt,13086,9,16,26,29,31,6,9
dlt,13087,9,12,22,32,34,2,4
dlt,13088,3,5,8,33,35,1,3
dlt,13089,6,7,23,24,29,4,11
dlt,13090,2,26,30,31,33,11,12
dlt,13091,4,9,28,34,35,2,8
dlt,13092,7,10,21,27,33,3,9
dlt,13093,1,5,17,18,26,5,7
dlt,13094,3,28,33,34,35,6,9
dlt,13095,3,17,28,30,33,1,10
dlt,13096,17,19,20,22,26,6,8
dlt,13097,7,8,13,17,32,3,8
dlt,13098,2,6,16,29,34,10,11
dlt,13099,4,11,28,30,33,5,12
dlt,13100,9,12,24,26,30,5,9
dlt,13101,4,9,13,15,32,2,9
dlt,13102,6,12,15,19,26,2,11
dlt,13103,5,8,13,16,31,3,9
dlt,13104,2,5,11,27,29,1,11
dlt,13105,7,13,27,30,34,1,12
dlt,13106,6,7,12,13,27,3,12
dlt,13107,7,13,14,18,25,5,12
dlt,13108,5,10,13,15,18,2,11
dlt,13109,13,20,26,29,32,2,6
dlt,13110,7,16,18,32,33,2,7
dlt,13111,7,12,13,20,27,1,3
dlt,13112,2,10,20,22,29,5,12
dlt,13113,19,21,23,28,30,8,12
dlt,13114,6,17,21,23,33,1,9
dlt,13115,5,16,29,32,34,4,11
dlt,13116,13,22,23,30,33,9,11
dlt,13117,5,16,23,25,33,7,12
dlt,13118,4,6,11,20,31,1,5
dlt,13119,1,2,16,23,35,1,11
dlt,13120,6,14,15,22,26,3,11
dlt,13121,3,18,19,20,24,3,12
dlt,13122,15,17,20,24,35,4,12
dlt,13123,2,9,10,33,34,5,12
dlt,13124,5,7,18,21,32,10,11
dlt,13125,4,8,14,23,28,4,8
dlt,13126,9,10,15,18,30,3,6
dlt,13127,3,14,16,19,32,5,10
dlt,13128,11,13,27,33,35,1,2
dlt,13129,11,23,29,30,33,1,4
dlt,13130,8,9,15,19,30,6,9
dlt,13131,12,15,29,30,31,4,12
dlt,13132,23,26,28,31,34,2,10
dlt,13133,2,8,10,16,17,9,12
dlt,13134,2,13,19,23,32,2,9
dlt,13135,4,13,19,25,26,7,12
dlt,13136,5,11,15,25,28,5,11
dlt,13137,4,12,32,33,34,6,8
dlt,13138,3,8,13,17,24,7,9
dlt,13139,5,6,18,20,31,6,7
dlt,13140,1,12,17,26,28,1,6
dlt,13141,5,15,18,25,31,8,10
dlt,13142,6,11,25,28,29,4,12
dlt,13143,3,8,14,21,31,6,8
dlt,13144,3,20,21,23,35,2,8
dlt,13145,2,13,15,18,20,2,11
dlt,13146,6,7,15,25,31,1,9
dlt,13147,3,9,22,24,25,5,9
dlt,13148,2,5,9,29,32,3,7
dlt,13149,6,7,8,9,13,5,7
dlt,13150,6,7,14,18,22,8,11
dlt,13151,2,13,21,27,30,3,4
dlt,13152,9,12,14,18,19,3,9
dlt,13153,4,5,16,17,30,3,9
dlt,14001,5,13,20,23,29,8,11
dlt,14002,1,12,21,24,29,1,7
dlt,14003,7,11,13,21,33,5,6
dlt,14004,7,10,19,27,28,9,12
dlt,14005,15,17,18,29,33,4,8
dlt,14006,1,4,7,16,35,6,8
dlt,14007,8,11,14,21,32,3,11
dlt,14008,11,13,20,28,35,1,5
dlt,14009,10,18,25,29,33,7,8
dlt,14010,5,10,20,26,27,1,3
dlt,14011,4,6,14,24,35,7,12
dlt,14012,9,20,21,23,29,5,7
dlt,14013,10,11,13,22,28,4,12
dlt,14014,1,9,11,27,29,3,11
dlt,14015,4,6,18,20,30,5,7
dlt,14016,4,6,13,24,34,4,9
dlt,14017,5,10,11,23,34,1,10
dlt,14018,8,9,12,28,34,2,12
dlt,14019,7,12,22,29,32,11,12
dlt,14020,1,14,17,30,35,6,7
dlt,14021,6,10,17,23,24,3,9
dlt,14022,3,6,10,16,25,10,11
dlt,14023,4,13,15,29,33,5,9
dlt,14024,7,11,15,31,32,6,11
dlt,14025,19,20,27,32,34,6,8
dlt,14026,5,10,12,15,26,4,8
dlt,14027,9,10,24,28,29,10,12
dlt,14028,3,10,20,25,30,10,12
dlt,14029,3,21,22,23,35,5,9
dlt,14030,3,14,18,29,35,11,12
dlt,14031,6,15,27,32,33,3,4
dlt,14032,2,5,6,9,31,2,9
dlt,14033,1,7,8,28,29,4,8
dlt,14034,3,11,14,27,32,5,7
dlt,14035,9,12,14,28,29,3,10
dlt,14036,1,2,12,17,29,3,8
dlt,14037,3,4,8,19,34,2,4
dlt,14038,7,8,12,20,32,3,5
dlt,14039,2,5,11,15,20,8,11
dlt,14040,12,15,21,30,33,2,8
dlt,14041,5,7,11,15,18,5,12
dlt,14042,16,21,25,27,35,6,11
dlt,14043,1,11,23,29,30,1,12
dlt,14044,22,23,25,27,35,3,11
dlt,14045,6,10,12,16,30,2,11
dlt,14046,3,15,18,21,26,1,6
dlt,14047,6,17,18,30,34,6,12
dlt,14048,1,2,5,15,35,1,11
dlt,14049,3,15,17,22,31,3,5
dlt,14050,10,18,27,28,35,1,6
dlt,14051,1,7,11,29,30,3,11
dlt,14052,14,19,21,24,30,2,7
dlt,14053,2,11,17,27,30,3,4
dlt,14054,2,3,20,25,34,1,12
dlt,14055,4,23,26,27,35,10,11
dlt,14056,12,18,28,29,35,7,8
dlt,14057,8,10,20,27,33,1,9
dlt,14058,9,15,22,24,26,2,7
dlt,14059,7,15,17,25,29,4,11
dlt,14060,12,22,29,30,34,5,11
dlt,14061,4,11,17,20,29,6,10
dlt,14062,4,7,17,24,25,2,4
dlt,14063,11,17,21,23,34,3,4
dlt,14064,8,15,33,34,35,1,8
dlt,14065,7,12,19,31,33,7,12
dlt,14066,8,14,16,20,31,3,11
dlt,14067,3,18,23,24,31,3,7
dlt,14068,5,15,24,29,35,5,6
dlt,14069,16,22,27,29,31,2,9
dlt,14070,1,2,7,10,32,4,12
dlt,14071,4,14,15,22,23,1,7
dlt,14072,17,19,22,24,30,2,9
dlt,14073,4,5,7,13,35,5,6
dlt,14074,6,11,22,27,30,5,11
dlt,14075,5,7,29,32,35,4,10
dlt,14076,5,10,19,31,32,9,10
dlt,14077,9,16,26,31,32,1,5
dlt,14078,10,15,16,22,28,4,5
dlt,14079,9,10,20,31,32,6,10
dlt,14080,17,20,23,25,27,3,10
dlt,14081,3,5,8,10,25,9,12
dlt,14082,1,8,18,23,25,8,12
dlt,14083,18,20,24,33,35,5,10
dlt,14084,2,7,9,11,28,5,9
dlt,14085,6,12,13,25,29,11,12
dlt,14086,6,8,27,29,35,3,9
dlt,14087,4,7,31,33,35,9,10
dlt,14088,7,13,20,25,26,8,11
dlt,14089,2,8,12,29,30,7,12
dlt,14090,2,3,20,23,28,6,8
dlt,14091,10,16,18,29,32,2,7
dlt,14092,2,18,27,30,32,5,11
dlt,14093,3,8,30,32,34,9,11
dlt,14094,13,14,24,25,34,4,7
dlt,14095,6,22,30,31,34,5,6
dlt,14096,3,7,21,23,31,5,10
dlt,14097,3,15,20,21,23,7,9
dlt,14098,16,18,22,25,35,3,10
dlt,14099,15,21,22,23,33,1,7
dlt,14100,2,4,8,12,35,1,7
dlt,14101,9,10,12,17,28,3,11
dlt,14102,1,7,14,19,20,3,12
dlt,14103,14,20,23,25,26,10,12
dlt,14104,7,13,14,28,32,4,11
dlt,14105,4,10,26,29,32,4,8
dlt,14106,5,9,11,20,22,5,11
dlt,14107,5,13,14,21,34,8,10
dlt,14108,1,2,13,23,35,9,12
dlt,14109,15,18,20,21,23,1,2
dlt,14110,9,18,19,22,24,8,11
dlt,14111,11,16,18,20,29,3,4
dlt,14112,3,5,14,18,32,2,10
dlt,14113,2,13,17,19,23,1,6
dlt,14114,3,16,24,30,33,5,8
dlt,14115,1,5,26,29,30,2,10
dlt,14116,6,13,15,24,27,4,5
dlt,14117,3,14,17,18,33,6,9
dlt,14118,2,3,23,24,26,5,11
dlt,14119,4,8,9,13,18,8,12
dlt,14120,1,4,6,18,33,5,11
dlt,14121,13,16,18,22,32,8,10
dlt,14122,3,10,25,26,35,1,7
dlt,14123,1,9,12,22,25,2,9
dlt,14124,1,3,28,29,35,8,12
dlt,14125,12,15,19,23,31,4,10
dlt,14126,2,9,22,30,34,9,10
dlt,14127,2,4,6,15,19,2,11
dlt,14128,2,4,16,22,34,8,11
dlt,14129,7,22,28,30,32,5,6
dlt,14130,2,18,31,32,33,5,7
dlt,14131,3,16,19,23,27,3,7
dlt,14132,1,3,4,19,32,1,7
dlt,14133,2,8,12,14,18,4,12
dlt,14134,2,5,7,11,32,9,12
dlt,14135,20,26,28,30,35,9,12
dlt,14136,4,18,20,34,35,7,11
dlt,14137,2,11,16,22,34,2,5
dlt,14138,1,7,29,32,34,9,12
dlt,14139,3,5,7,15,34,1,10
dlt,14140,1,19,20,25,34,7,12
dlt,14141,4,17,20,26,29,5,8
dlt,14142,18,21,25,28,30,4,6
dlt,14143,1,11,14,18,25,6,10
dlt,14144,1,21,24,25,35,4,11
dlt,14145,15,19,22,24,26,10,11
dlt,14146,2,16,23,24,28,10,11
dlt,14147,5,9,14,26,34,2,9
dlt,14148,3,9,10,11,20,7,9
dlt,14149,2,13,19,26,35,1,5
dlt,14150,19,21,30,33,35,5,7
dlt,14151,3,8,26,31,32,8,12
dlt,14152,5,12,18,24,33,1,5
dlt,14153,1,8,13,24,32,5,10
dlt,14154,5,12,17,23,28,2,9
dlt,15001,8,9,19,27,30,6,7
dlt,15002,3,14,20,26,32,6,10
dlt,15003,12,19,27,28,34,1,12
dlt,15004,3,12,14,18,28,5,6
dlt,15005,11,14,15,18,19,7,8
dlt,15006,6,8,30,32,33,3,7
dlt,15007,2,7,8,14,31,4,8
dlt,15008,7,10,11,15,17,3,10
dlt,15009,17,22,26,27,33,6,10
dlt,15010,2,6,17,30,35,2,7
dlt,15011,4,13,22,25,30,1,6
dlt,15012,3,4,6,11,31,5,9
dlt,15013,11,15,25,28,35,7,10
dlt,15014,8,16,25,29,35,3,10
dlt,15015,1,5,13,17,32,4,11
dlt,15016,6,7,16,20,34,9,11
dlt,15017,7,13,16,17,29,1,7
dlt,15018,4,7,10,23,31,3,7
dlt,15019,2,8,16,22,24,1,3
dlt,15020,11,26,28,29,32,1,4
dlt,15021,22,23,24,26,31,5,6
dlt,15022,9,11,14,15,26,11,12
dlt,15023,6,9,11,12,22,3,11
dlt,15024,2,6,8,16,34,3,4
dlt,15025,7,10,20,22,27,10,11
dlt,15026,11,13,14,15,22,2,8
dlt,15027,5,21,22,25,28,3,10
dlt,15028,3,9,28,32,33,9,10
dlt,15029,7,10,19,30,35,3,5
dlt,15030,9,18,19,26,31,2,5
dlt,15031,7,21,29,32,33,4,12
dlt,15032,6,21,25,27,30,7,11
dlt,15033,3,17,22,26,28,3,7
dlt,15034,4,8,15,18,26,5,9
dlt,15035,22,24,29,30,35,1,10
dlt,15036,14,18,20,23,24,4,8
dlt,15037,10,16,21,28,31,7,8
dlt,15038,12,19,22,31,35,7,8
dlt,15039,3,6,7,16,25,1,6
dlt,15040,2,9,10,23,35,9,12
dlt,15041,1,11,21,23,28,1,10
dlt,15042,3,7,12,17,24,2,11
dlt,15043,2,20,22,25,29,2,7
dlt,15044,16,18,27,31,33,1,3
dlt,15045,8,9,22,29,30,8,12
dlt,15046,5,7,10,22,26,4,10
dlt,15047,1,2,17,23,31,5,12
dlt,15048,10,11,22,24,33,2,9
dlt,15049,8,9,11,15,22,8,10
dlt,15050,6,7,10,20,28,2,7
dlt,15051,1,2,11,16,21,1,5
dlt,15052,13,19,24,27,29,7,8
dlt,15053,8,25,28,29,32,4,7
dlt,15054,2,9,15,24,34,3,9
dlt,15055,6,11,14,20,30,5,10
dlt,15056,6,12,19,26,35,3,10
dlt,15057,1,5,7,14,26,4,6
dlt,15058,10,14,20,27,30,7,12
dlt,15059,7,9,19,23,32,1,3
dlt,15060,16,24,25,26,33,4,11
dlt,15061,6,7,8,16,22,2,10
dlt,15062,6,7,13,14,15,1,4
dlt,15063,1,4,6,34,35,2,4
dlt,15064,2,8,20,28,31,7,10
dlt,15065,4,5,7,13,35,8,11
dlt,15066,1,3,7,13,29,2,10
dlt,15067,4,10,18,24,27,4,11
dlt,15068,2,3,20,31,35,4,8
dlt,15069,2,9,11,22,25,1,7
dlt,15070,3,9,12,17,18,4,12
dlt,15071,4,6,13,16,34,4,10
dlt,15072,19,20,21,31,33,9,10
dlt,15073,9,26,27,30,34,1,6
dlt,15074,1,12,21,27,33,4,9
dlt,15075,13,14,26,27,33,10,12
dlt,15076,3,19,21,31,34,5,12
dlt,15077,1,16,17,22,28,2,9
dlt,15078,19,24,26,28,33,1,2
dlt,15079,1,9,17,23,24,4,5
dlt,15080,14,20,29,30,32,3,8
dlt,15081,3,4,10,13,17,5,9
dlt,15082,8,15,28,31,33,3,6
dlt,15083,14,16,19,25,29,10,12
dlt,15084,10,20,21,32,34,6,7
dlt,15085,2,3,4,6,16,3,12
dlt,15086,5,9,11,15,32,4,9
dlt,15087,2,5,15,17,22,1,11
dlt,15088,5,15,28,31,34,11,12
dlt,15089,5,12,18,20,27,10,12
dlt,15090,6,9,11,17,21,6,8
dlt,15091,2,7,28,29,30,3,7
dlt,15092,2,14,21,27,34,5,8
dlt,15093,16,17,25,26,27,2,4
dlt,15094,2,3,10,11,29,3,7
dlt,15095,8,14,26,34,35,5,10
dlt,15096,3,9,12,18,21,2,6
dlt,15097,4,16,17,26,27,1,4
dlt,15098,9,14,21,27,33,6,9
dlt,15099,9,12,14,22,25,5,10
dlt,15100,9,15,18,23,32,5,7
dlt,15101,6,12,17,18,32,7,12
dlt,15102,11,14,15,33,34,3,12
dlt,15103,7,9,15,25,34,4,10
dlt,15104,16,19,25,30,34,4,9
dlt,15105,8,9,15,21,27,5,9
dlt,15106,2,11,13,22,30,2,3
dlt,15107,3,23,25,28,29,6,7
dlt,15108,1,13,16,26,31,7,12
dlt,15109,1,6,11,22,31,3,12
dlt,15110,2,7,10,22,30,7,11
dlt,15111,7,8,16,24,28,3,10
dlt,15112,4,5,15,19,28,4,11
dlt,15113,1,14,21,29,33,2,10
dlt,15114,9,18,24,31,34,2,10
dlt,15115,8,12,13,14,16,3,9
dlt,15116,7,10,19,24,33,3,7
dlt,15117,6,17,20,30,33,10,11
dlt,15118,3,7,20,24,31,4,9
dlt,15119,1,8,12,16,21,6,11
dlt,15120,1,9,15,24,32,5,10
dlt,15121,2,4,17,27,28,4,6
dlt,15122,11,13,15,26,35,6,11
dlt,15123,4,15,27,29,30,2,10
dlt,15124,4,6,12,31,32,3,6
dlt,15125,2,3,15,17,28,8,10
dlt,15126,4,5,8,9,21,3,6
dlt,15127,9,11,14,19,30,3,8
dlt,15128,10,12,23,30,32,3,4
dlt,15129,1,6,23,25,29,3,9
dlt,15130,17,25,31,32,34,2,12
dlt,15131,11,17,19,20,27,2,3
dlt,15132,3,8,14,18,27,1,5
dlt,15133,3,7,8,25,30,4,8
dlt,15134,1,2,6,15,35,4,7
dlt,15135,5,16,20,25,29,6,8
dlt,15136,5,20,23,29,32,2,10
dlt,15137,14,17,21,23,26,8,11
dlt,15138,1,16,20,29,32,4,7
dlt,15139,2,3,5,25,32,5,7
dlt,15140,1,11,15,26,35,6,11
dlt,15141,2,4,15,19,31,2,3
dlt,15142,12,14,22,26,30,3,6
dlt,15143,9,20,31,33,35,10,11
dlt,15144,1,9,24,26,29,6,11
dlt,15145,6,7,20,29,32,11,12
dlt,15146,4,15,19,27,31,4,11
dlt,15147,1,2,13,18,19,8,10
dlt,15148,8,11,27,31,33,8,9
dlt,15149,4,6,10,12,28,2,8
dlt,15150,4,13,18,25,33,3,7
dlt,15151,15,16,18,30,35,1,7
dlt,15152,4,5,22,29,35,2,11
dlt,15153,1,7,22,27,33,2,11
