lottery_type,period_id,front_1,front_2,front_3,front_4,front_5,back_1,back_2
dlt,20054,11,14,15,19,20,3,7
dlt,20055,3,4,12,18,34,10,12
dlt,20056,3,11,25,29,34,3,6
dlt,20057,17,20,21,22,31,2,8
dlt,20058,1,15,19,26,27,5,10
dlt,20059,1,15,22,28,32,3,11
dlt,20060,12,14,25,34,35,3,12
dlt,20061,7,8,12,21,26,1,6
dlt,20062,1,5,14,23,31,2,7
dlt,20063,11,18,20,21,33,6,7
dlt,20064,5,10,23,34,35,1,11
dlt,20065,13,15,26,32,33,5,7
dlt,20066,6,14,21,34,35,3,10
dlt,20067,1,8,14,16,28,4,10
dlt,20068,15,20,23,26,33,2,8
dlt,20069,5,7,26,30,31,7,10
dlt,20070,1,22,30,31,32,4,12
dlt,20071,1,12,16,28,33,3,12
dlt,20072,11,15,18,20,27,5,6
dlt,20073,4,10,12,23,27,8,9
dlt,20074,3,9,10,12,21,4,11
dlt,20075,2,9,10,21,35,1,7
dlt,20076,1,8,18,28,30,10,12
dlt,20077,17,23,28,29,32,1,3
dlt,20078,14,18,20,28,34,10,11
dlt,20079,4,16,24,29,35,2,12
dlt,20080,3,6,22,24,25,9,10
dlt,20081,1,13,15,32,35,8,10
dlt,20082,2,11,12,21,34,4,8
dlt,20083,1,2,17,32,34,4,9
dlt,20084,2,10,20,24,31,6,12
dlt,20085,3,4,11,15,28,2,3
dlt,20086,8,11,15,20,28,4,10
dlt,20087,1,4,20,23,29,4,8
dlt,20088,2,7,23,26,35,1,12
dlt,20089,13,16,20,22,27,1,2
dlt,20090,5,6,27,28,29,11,12
dlt,20091,12,16,20,23,31,5,12
dlt,20092,8,11,17,31,35,7,11
dlt,20093,6,14,25,27,28,4,11
dlt,20094,4,6,7,8,16,2,8
dlt,20095,2,18,25,26,32,2,7
dlt,20096,7,8,10,25,28,3,11
dlt,20097,5,25,27,30,34,6,12
dlt,20098,4,9,15,24,35,4,10
dlt,20099,2,3,11,15,27,4,12
dlt,20100,4,5,8,22,33,7,10
dlt,20101,3,4,5,9,34,7,9
dlt,20102,7,11,18,20,29,9,12
dlt,20103,7,12,13,19,23,2,8
dlt,20104,3,12,23,26,30,4,7
dlt,20105,3,8,12,13,22,4,12
dlt,20106,2,3,11,14,27,4,10
dlt,20107,1,4,13,17,28,3,7
dlt,20108,2,3,6,7,33,8,9
dlt,20109,2,20,21,23,32,6,12
dlt,20110,11,16,20,21,28,5,11
dlt,20111,5,7,9,20,28,2,7
dlt,20112,8,11,13,30,32,2,6
dlt,20113,6,14,18,28,33,2,5
dlt,20114,10,12,21,24,30,3,7
dlt,20115,1,9,18,19,23,1,9
dlt,20116,8,10,12,16,22,3,9
dlt,20117,7,19,20,23,24,5,10
dlt,20118,1,9,15,30,33,4,9
dlt,20119,14,22,24,28,32,7,8
dlt,20120,5,25,26,30,35,4,10
dlt,20121,9,17,27,28,35,3,8
dlt,20122,8,19,29,34,35,6,11
dlt,20123,1,7,11,15,21,4,11
dlt,20124,11,15,24,26,35,4,5
dlt,20125,1,2,3,8,22,1,4
dlt,20126,1,4,9,22,28,4,12
dlt,20127,1,4,17,18,26,3,10
dlt,20128,9,12,13,26,33,4,10
dlt,20129,10,22,27,33,34,1,11
dlt,20130,16,17,23,26,32,2,12
dlt,20131,8,25,27,29,35,2,3
dlt,20132,3,15,16,17,21,7,10
dlt,20133,11,24,26,33,35,8,9
dlt,20134,8,11,13,22,25,4,7
dlt,21001,2,6,12,19,33,8,9
dlt,21002,2,16,26,31,34,9,11
dlt,21003,7,21,28,31,35,4,10
dlt,21004,5,10,17,23,28,2,8
dlt,21005,3,7,10,12,35,3,5
dlt,21006,4,22,25,28,35,4,5
dlt,21007,5,23,30,34,35,8,10
dlt,21008,5,19,20,27,33,3,8
dlt,21009,1,3,20,29,32,5,12
dlt,21010,1,5,16,22,34,8,11
dlt,21011,6,9,11,14,21,1,3
dlt,21012,6,12,20,23,33,1,9
dlt,21013,21,27,28,30,34,8,11
dlt,21014,7,13,20,27,29,4,9
dlt,21015,4,8,17,19,25,1,7
dlt,21016,8,9,10,19,34,1,2
dlt,21017,17,21,26,29,32,2,7
dlt,21018,2,20,23,26,34,5,10
dlt,21019,1,12,13,28,29,3,4
dlt,21020,7,21,22,30,33,4,6
dlt,21021,16,18,29,33,35,9,12
dlt,21022,2,12,22,30,33,2,4
dlt,21023,7,9,13,16,32,2,9
dlt,21024,11,14,21,24,31,2,10
dlt,21025,17,18,23,30,31,10,12
dlt,21026,7,11,20,24,27,1,11
dlt,21027,9,21,22,26,30,4,12
dlt,21028,2,3,5,17,29,4,10
dlt,21029,2,6,10,32,33,4,7
dlt,21030,18,23,25,26,32,2,7
dlt,21031,1,4,19,20,34,3,5
dlt,21032,1,11,14,34,35,7,10
dlt,21033,1,3,5,30,32,1,5
dlt,21034,8,10,14,25,34,7,8
dlt,21035,5,11,16,30,32,3,4
dlt,21036,8,17,25,28,33,7,11
dlt,21037,10,21,27,29,33,4,12
dlt,21038,9,11,20,29,32,1,7
dlt,21039,4,12,14,21,35,2,11
dlt,21040,2,3,9,16,19,3,7
dlt,21041,2,5,9,11,32,4,9
dlt,21042,9,15,20,23,29,4,5
dlt,21043,7,12,17,19,34,1,10
dlt,21044,6,18,31,33,35,10,11
dlt,21045,1,4,6,11,19,7,9
dlt,21046,6,8,12,14,18,6,8
dlt,21047,1,6,9,25,33,4,8
dlt,21048,4,7,17,21,27,10,12
dlt,21049,1,10,22,23,25,2,12
dlt,21050,9,22,32,33,35,5,10
dlt,21051,1,4,14,16,19,3,4
dlt,21052,2,11,13,14,30,9,12
dlt,21053,3,6,15,17,35,7,11
dlt,21054,3,6,17,20,25,3,9
dlt,21055,3,6,10,11,24,10,11
dlt,21056,3,11,16,21,26,9,10
dlt,21057,5,7,19,20,28,5,7
dlt,21058,13,15,17,23,34,1,11
dlt,21059,4,16,27,28,35,2,9
dlt,21060,9,13,25,31,33,3,7
dlt,21061,15,19,20,26,32,4,7
dlt,21062,4,6,23,32,34,5,7
dlt,21063,5,9,14,29,30,9,11
dlt,21064,1,17,19,32,34,6,10
dlt,21065,23,25,30,31,35,7,8
dlt,21066,24,26,29,34,35,9,11
dlt,21067,1,4,22,23,34,8,9
dlt,21068,2,20,21,26,30,2,10
dlt,21069,1,3,24,32,33,4,6
dlt,21070,3,20,21,22,24,6,12
dlt,21071,8,11,16,29,35,1,4
dlt,21072,2,3,15,22,26,3,11
dlt,21073,8,12,14,20,24,6,10
dlt,21074,11,14,18,20,25,3,7
dlt,21075,6,14,15,17,20,1,5
dlt,21076,6,13,22,25,26,2,4
dlt,21077,2,6,9,21,25,6,8
dlt,21078,2,8,17,19,25,1,5
dlt,21079,6,14,19,26,33,8,11
dlt,21080,15,16,20,29,30,6,10
dlt,21081,5,13,24,29,35,7,8
dlt,21082,1,14,22,29,33,3,10
dlt,21083,7,9,11,26,35,1,8
dlt,21084,2,10,14,30,33,6,9
dlt,21085,1,12,15,26,35,10,11
dlt,21086,2,3,7,16,17,6,10
dlt,21087,10,14,15,25,28,3,10
dlt,21088,2,14,31,34,35,1,7
dlt,21089,1,17,24,28,35,10,12
dlt,21090,6,7,19,26,32,6,12
dlt,21091,1,4,10,21,29,3,5
dlt,21092,12,14,27,28,34,3,7
dlt,21093,20,25,27,28,31,8,11
dlt,21094,5,6,24,27,33,5,12
dlt,21095,10,15,19,20,30,11,12
dlt,21096,7,8,10,20,21,1,5
dlt,21097,11,26,30,31,33,3,10
dlt,21098,2,7,21,27,33,7,9
dlt,21099,15,19,27,28,30,3,4
dlt,21100,7,11,23,26,28,2,7
dlt,21101,13,18,19,27,32,6,11
dlt,21102,2,8,11,16,23,2,7
dlt,21103,4,10,23,30,31,5,11
dlt,21104,23,25,26,30,33,3,11
dlt,21105,7,10,11,17,18,4,9
dlt,21106,2,13,14,32,34,2,12
dlt,21107,3,5,13,20,25,7,11
dlt,21108,5,19,22,26,35,2,6
dlt,21109,3,4,7,27,31,6,9
dlt,21110,11,14,29,31,32,11,12
dlt,21111,7,8,15,19,28,8,9
dlt,21112,18,21,22,23,35,11,12
dlt,21113,17,18,25,27,28,4,8
dlt,21114,8,9,13,29,30,1,11
dlt,21115,8,13,19,20,29,6,10
dlt,21116,4,25,28,29,35,3,11
dlt,21117,11,18,21,22,33,5,6
dlt,21118,14,17,18,28,34,2,3
dlt,21119,1,2,9,16,30,9,10
dlt,21120,5,10,21,25,31,5,11
dlt,21121,2,15,19,29,30,2,9
dlt,21122,14,15,26,27,29,4,5
dlt,21123,8,23,26,27,33,8,9
dlt,21124,10,17,22,25,35,7,9
dlt,21125,17,19,21,27,31,4,9
dlt,21126,1,11,12,34,35,9,12
dlt,21127,1,2,15,17,26,2,11
dlt,21128,14,17,18,23,27,5,8
dlt,21129,2,16,17,18,34,4,10
dlt,21130,2,3,14,27,28,5,10
dlt,21131,6,8,16,34,35,5,6
dlt,21132,4,21,28,29,33,3,11
dlt,21133,8,9,17,26,28,6,8
dlt,21134,2,6,14,19,28,1,6
dlt,21135,4,7,17,29,31,5,6
dlt,21136,8,12,19,27,33,2,5
dlt,21137,2,7,13,14,19,4,5
dlt,21138,9,11,12,15,31,5,11
dlt,21139,5,13,18,23,34,8,9
dlt,21140,5,24,26,33,35,9,12
dlt,21141,2,8,16,29,34,5,12
dlt,21142,11,13,17,19,25,2,9
dlt,21143,9,17,19,29,34,4,11
dlt,21144,3,20,25,30,34,2,9
dlt,21145,3,8,25,29,30,1,6
dlt,21146,3,5,8,18,20,9,11
dlt,21147,1,2,8,12,26,1,7
dlt,21148,1,4,12,16,29,4,8
dlt,21149,20,26,28,30,35,10,11
dlt,21150,4,10,11,23,26,7,10
dlt,22001,8,11,19,22,29,3,11
dlt,22002,4,6,7,9,24,4,12
dlt,22003,2,18,24,25,34,8,12
dlt,22004,7,20,27,30,33,3,4
dlt,22005,2,13,17,19,34,5,9
dlt,22006,1,5,7,17,20,5,12
dlt,22007,5,22,23,25,35,3,11
dlt,22008,1,2,13,18,34,6,7
dlt,22009,13,14,18,31,33,7,10
dlt,22010,4,19,25,31,35,2,11
dlt,22011,3,5,17,24,32,5,12
dlt,22012,3,5,10,33,34,7,10
dlt,22013,4,9,16,25,32,5,6
dlt,22014,1,4,10,18,32,1,9
dlt,22015,1,2,8,12,30,5,12
dlt,22016,1,7,17,26,32,1,9
dlt,22017,10,14,18,23,25,7,11
dlt,22018,16,21,29,31,34,6,9
dlt,22019,1,4,7,17,21,1,2
dlt,22020,16,17,30,31,35,8,9
dlt,22021,11,15,16,18,35,6,9
dlt,22022,1,5,14,17,28,6,7
dlt,22023,4,5,18,20,25,11,12
dlt,22024,1,2,11,30,35,1,12
dlt,22025,4,7,22,24,29,1,7
dlt,22026,11,14,22,23,27,8,10
dlt,22027,3,6,11,31,32,5,12
dlt,22028,4,9,16,17,35,1,7
dlt,22029,7,8,10,14,17,10,12
dlt,22030,12,14,15,21,30,1,9
dlt,22031,7,14,16,20,28,4,8
dlt,22032,5,9,18,31,32,1,5
dlt,22033,8,15,16,19,33,3,4
dlt,22034,2,10,24,27,28,6,7
dlt,22035,9,11,13,23,31,5,8
dlt,22036,18,19,21,26,34,6,7
dlt,22037,1,9,17,20,28,6,10
dlt,22038,7,9,11,12,26,9,12
dlt,22039,1,8,11,22,31,5,11
dlt,22040,10,19,25,29,33,8,12
dlt,22041,5,15,25,26,33,6,11
dlt,22042,8,10,11,29,32,2,6
dlt,22043,2,16,17,24,30,9,12
dlt,22044,1,2,16,17,20,3,7
dlt,22045,2,3,7,12,20,1,5
dlt,22046,6,7,12,22,27,3,5
dlt,22047,7,10,11,12,33,3,11
dlt,22048,16,22,28,29,32,8,9
dlt,22049,6,10,20,28,35,1,10
dlt,22050,2,10,21,24,30,8,10
dlt,22051,1,16,17,19,33,5,6
dlt,22052,1,13,18,29,35,4,9
dlt,22053,9,17,19,20,25,1,9
dlt,22054,5,16,21,23,34,7,10
dlt,22055,1,2,12,15,23,4,6
dlt,22056,2,11,15,17,31,7,9
dlt,22057,6,12,18,21,35,7,10
dlt,22058,3,4,24,26,35,7,8
dlt,22059,4,15,18,32,34,4,9
dlt,22060,2,6,10,11,20,3,9
dlt,22061,6,9,19,22,30,1,6
dlt,22062,5,9,11,12,31,7,11
dlt,22063,2,3,22,26,31,6,10
dlt,22064,2,19,22,25,35,5,7
dlt,22065,5,10,13,22,28,1,4
dlt,22066,2,24,25,26,34,3,12
dlt,22067,4,14,15,32,33,10,11
dlt,22068,3,6,10,15,23,3,8
dlt,22069,2,3,23,28,35,2,9
dlt,22070,1,7,17,23,35,7,11
dlt,22071,9,15,19,25,29,8,9
dlt,22072,1,12,13,15,30,3,7
dlt,22073,11,18,21,25,32,2,4
dlt,22074,2,6,21,25,28,2,6
dlt,22075,4,12,13,17,18,7,9
dlt,22076,5,17,30,34,35,2,9
dlt,22077,5,10,11,16,19,1,10
dlt,22078,2,3,18,20,27,1,2
dlt,22079,7,10,19,26,32,8,12
dlt,22080,10,17,30,31,34,3,6
dlt,22081,5,10,19,31,32,9,10
dlt,22082,4,26,27,30,33,2,9
dlt,22083,2,9,17,26,32,4,6
dlt,22084,3,11,19,25,27,4,12
dlt,22085,11,16,31,33,35,6,8
dlt,22086,4,10,21,28,31,8,11
dlt,22087,4,6,10,24,28,6,12
dlt,22088,1,8,10,20,35,6,11
dlt,22089,1,20,21,31,33,3,11
dlt,22090,1,20,24,25,31,9,12
dlt,22091,2,11,20,22,34,4,12
dlt,22092,1,4,12,23,29,5,12
dlt,22093,7,11,14,21,29,7,10
dlt,22094,3,4,7,12,19,2,5
dlt,22095,5,8,22,25,35,2,7
dlt,22096,16,19,24,27,33,1,6
dlt,22097,5,13,22,28,29,5,11
dlt,22098,1,3,6,11,13,3,11
dlt,22099,7,18,25,27,33,4,5
dlt,22100,10,19,20,23,31,3,7
dlt,22101,2,4,6,7,8,3,6
dlt,22102,1,5,14,20,30,2,4
dlt,22103,8,12,16,21,32,1,12
dlt,22104,3,5,13,19,25,2,5
dlt,22105,1,8,9,21,22,1,4
dlt,22106,16,17,21,28,32,4,7
dlt,22107,7,9,19,28,29,8,10
dlt,22108,4,7,13,26,28,7,11
dlt,22109,5,9,24,29,35,5,12
dlt,22110,2,13,16,18,23,3,6
dlt,22111,6,12,16,19,31,6,10
dlt,22112,4,11,18,20,26,6,12
dlt,22113,13,15,22,31,33,5,12
dlt,22114,11,21,24,27,28,5,10
dlt,22115,17,19,20,23,27,3,8
dlt,22116,1,7,20,22,31,7,12
dlt,22117,9,12,15,21,32,2,7
dlt,22118,2,5,15,17,26,2,8
dlt,22119,1,9,16,25,29,4,9
dlt,22120,11,22,26,30,33,3,5
dlt,22121,4,15,16,20,21,4,5
dlt,22122,4,15,17,19,25,6,12
dlt,22123,2,20,28,29,30,7,10
dlt,22124,2,4,11,25,30,6,12
dlt,22125,3,7,14,16,19,1,11
dlt,22126,4,5,8,22,35,1,3
dlt,22127,2,3,8,9,20,4,10
dlt,22128,10,19,21,23,35,4,10
dlt,22129,10,17,23,34,35,1,4
dlt,22130,5,7,15,18,23,5,10
dlt,22131,2,6,8,10,17,5,6
dlt,22132,2,27,30,34,35,9,12
dlt,22133,1,2,14,30,31,6,9
dlt,22134,3,16,23,27,32,3,6
dlt,22135,9,10,27,31,32,1,3
dlt,22136,1,11,15,17,33,3,11
dlt,22137,5,6,8,15,20,7,8
dlt,22138,5,13,16,27,33,7,12
dlt,22139,1,13,14,22,35,2,5
dlt,22140,5,15,25,26,29,4,12
dlt,22141,5,6,14,24,25,2,4
dlt,22142,7,12,14,29,35,1,11
dlt,22143,10,13,14,27,33,7,8
dlt,22144,3,4,8,15,21,4,7
dlt,22145,10,20,29,30,35,6,9
dlt,22146,1,21,23,28,35,7,9
dlt,22147,4,12,22,28,30,9,11
dlt,22148,4,5,6,26,27,7,12
dlt,22149,15,19,22,26,28,2,7
dlt,22150,6,7,26,29,30,3,12
dlt,23001,18,19,24,27,34,11,12
dlt,23002,11,14,21,26,27,2,7
dlt,23003,5,6,14,21,22,2,9
dlt,23004,4,13,15,20,22,4,8
dlt,23005,1,3,10,20,29,6,11
dlt,23006,2,4,12,27,35,6,7
dlt,23007,2,3,24,30,32,1,6
dlt,23008,4,9,17,22,25,1,5
dlt,23009,1,5,11,15,33,1,10
dlt,23010,5,6,13,23,26,1,6
dlt,23011,2,7,8,17,25,1,3
dlt,23012,7,16,17,18,28,2,3
dlt,23013,1,2,9,23,25,2,6
dlt,23014,3,8,18,22,24,1,9
dlt,23015,8,16,24,25,34,8,12
dlt,23016,2,4,12,31,32,7,11
dlt,23017,2,5,9,22,27,10,11
dlt,23018,4,8,17,26,30,3,11
dlt,23019,5,8,9,11,15,6,8
dlt,23020,5,6,23,25,28,6,9
dlt,23021,2,9,18,23,27,3,5
dlt,23022,7,11,15,26,28,8,10
dlt,23023,9,21,23,25,33,3,10
dlt,23024,11,15,24,27,30,1,10
dlt,23025,3,9,27,30,31,11,12
dlt,23026,2,13,24,27,30,1,6
dlt,23027,9,10,12,15,23,3,6
dlt,23028,1,3,29,30,34,4,12
dlt,23029,7,25,27,34,35,9,11
dlt,23030,6,11,12,20,35,5,12
dlt,23031,5,7,8,16,25,3,11
dlt,23032,5,6,18,28,30,2,7
dlt,23033,4,6,10,11,25,7,9
dlt,23034,7,9,10,15,24,4,12
dlt,23035,7,14,23,25,29,2,11
dlt,23036,1,13,22,26,31,2,10
dlt,23037,6,8,16,20,24,7,8
dlt,23038,4,10,18,27,32,10,12
dlt,23039,2,24,26,30,34,6,7
dlt,23040,4,5,18,22,30,5,12
dlt,23041,5,8,13,26,35,5,9
dlt,23042,2,16,21,23,27,1,8
dlt,23043,2,4,17,20,27,1,8
dlt,23044,2,6,7,8,15,7,10
dlt,23045,7,10,13,28,31,4,5
dlt,23046,13,21,25,28,32,2,10
dlt,23047,10,12,13,24,25,11,12
dlt,23048,7,13,16,25,32,9,11
dlt,23049,3,17,22,26,28,7,12
dlt,23050,8,9,14,25,29,4,6
dlt,23051,3,11,19,29,33,3,12
dlt,23052,2,8,11,30,33,5,8
dlt,23053,1,3,11,14,20,2,11
dlt,23054,19,25,30,31,34,7,9
dlt,23055,6,8,12,13,15,1,6
dlt,23056,13,22,24,33,34,1,2
dlt,23057,1,5,6,19,24,5,11
dlt,23058,19,22,29,32,35,5,8
dlt,23059,9,13,23,25,28,4,7
dlt,23060,2,7,19,24,30,9,12
dlt,23061,7,11,21,30,32,5,7
dlt,23062,6,8,22,24,30,1,8
dlt,23063,4,18,29,31,34,6,9
dlt,23064,2,6,9,31,32,3,7
dlt,23065,8,14,16,21,25,3,12
dlt,23066,6,11,13,30,32,1,3
dlt,23067,2,28,30,33,35,2,10
dlt,23068,21,22,24,27,31,7,8
dlt,23069,8,20,21,25,32,5,7
dlt,23070,10,26,29,32,33,3,11
dlt,23071,2,11,12,32,34,10,12
dlt,23072,5,6,9,11,14,2,4
dlt,23073,15,25,28,30,35,8,10
dlt,23074,3,13,22,29,34,2,9
dlt,23075,7,17,20,23,32,5,11
dlt,23076,8,9,11,26,34,2,7
dlt,23077,5,16,18,26,35,3,6
dlt,23078,2,3,6,26,27,7,8
dlt,23079,6,8,26,29,34,5,8
dlt,23080,1,2,9,16,30,1,11
dlt,23081,5,6,23,28,35,7,10
dlt,23082,2,8,9,15,20,3,9
dlt,23083,13,15,21,25,32,9,10
dlt,23084,3,5,8,24,32,7,8
dlt,23085,11,12,26,31,35,5,7
dlt,23086,3,11,15,20,35,7,11
dlt,23087,3,4,16,19,24,4,5
dlt,23088,8,14,16,22,24,9,12
dlt,23089,3,12,20,26,35,2,12
dlt,23090,8,11,12,19,35,11,12
dlt,23091,6,16,18,28,29,7,11
dlt,23092,3,16,21,26,32,3,12
dlt,23093,11,14,17,19,21,1,5
dlt,23094,12,19,22,28,32,8,12
dlt,23095,8,19,28,32,34,3,7
dlt,23096,6,7,14,21,31,3,10
dlt,23097,6,7,18,20,22,3,9
dlt,23098,2,7,15,30,34,5,9
dlt,23099,9,11,13,22,23,6,7
dlt,23100,4,6,13,19,35,9,11
dlt,23101,6,14,16,17,28,7,10
dlt,23102,2,4,7,16,33,7,11
dlt,23103,8,11,19,31,32,8,11
dlt,23104,6,15,16,32,33,8,10
dlt,23105,7,8,19,20,25,2,11
dlt,23106,16,24,26,28,31,1,6
dlt,23107,1,12,15,16,18,3,10
dlt,23108,5,6,17,30,32,2,8
dlt,23109,1,12,21,22,31,2,9
dlt,23110,4,9,11,13,17,7,8
dlt,23111,3,12,15,28,35,2,12
dlt,23112,1,11,17,22,27,2,9
dlt,23113,6,8,30,32,33,3,10
dlt,23114,2,25,27,30,35,1,10
dlt,23115,7,10,23,31,34,2,10
dlt,23116,1,3,9,18,29,4,9
dlt,23117,5,7,15,18,20,3,4
dlt,23118,6,7,13,25,33,5,8
dlt,23119,4,8,10,14,21,4,10
dlt,23120,2,8,16,31,34,1,10
dlt,23121,5,11,15,23,33,1,9
dlt,23122,1,7,9,25,29,10,12
dlt,23123,2,14,16,28,30,2,7
dlt,23124,6,18,23,27,32,6,10
dlt,23125,7,25,26,29,32,2,8
dlt,23126,7,12,17,26,34,2,6
dlt,23127,4,7,8,18,19,2,6
dlt,23128,1,5,7,12,13,2,6
dlt,23129,9,23,25,27,33,6,12
dlt,23130,13,20,27,29,30,1,7
dlt,23131,3,7,21,22,24,6,7
dlt,23132,3,4,12,15,23,2,6
dlt,23133,10,18,25,28,33,5,11
dlt,23134,10,15,22,27,33,1,12
dlt,23135,5,18,22,28,29,9,12
dlt,23136,13,23,27,30,34,6,9
dlt,23137,4,19,21,30,31,6,12
dlt,23138,7,12,20,28,31,9,10
dlt,23139,15,16,25,31,34,5,9
dlt,23140,1,2,9,19,30,1,2
dlt,23141,4,22,25,30,31,4,5
dlt,23142,4,13,15,17,32,10,12
dlt,23143,9,20,23,29,33,2,10
dlt,23144,5,14,18,25,35,1,10
dlt,23145,6,10,12,32,33,6,7
dlt,23146,14,18,19,26,31,2,7
dlt,23147,6,7,19,33,34,3,8
dlt,23148,11,12,20,21,27,2,12
dlt,23149,1,16,17,21,29,1,6
dlt,23150,5,6,17,18,33,11,12
dlt,24001,3,9,17,26,35,2,7
dlt,24002,1,6,8,27,32,3,4
dlt,24003,7,9,12,23,29,1,2
dlt,24004,2,6,18,19,27,8,9
dlt,24005,3,5,7,9,12,5,8
dlt,24006,8,13,16,17,33,2,10
dlt,24007,4,5,28,34,35,4,11
dlt,24008,4,6,11,20,30,3,5
dlt,24009,15,18,19,24,26,5,9
dlt,24010,2,8,10,15,27,2,8
dlt,24011,1,3,27,32,34,1,7
dlt,24012,21,22,25,26,34,1,9
dlt,24013,5,22,25,28,30,3,12
dlt,24014,4,5,16,21,31,9,11
dlt,24015,8,11,14,24,31,5,6
dlt,24016,15,18,25,27,29,6,11
dlt,24017,3,7,25,27,35,1,4
dlt,24018,4,12,19,25,27,1,9
dlt,24019,19,20,26,29,30,3,4
dlt,24020,2,4,8,19,26,2,6
dlt,24021,1,12,16,20,28,7,9
dlt,24022,7,9,11,31,32,4,8
dlt,24023,8,10,12,14,22,5,9
dlt,24024,3,5,12,17,26,1,12
dlt,24025,1,2,8,18,27,4,8
dlt,24026,1,18,21,26,33,2,12
dlt,24027,8,9,16,22,23,7,9
dlt,24028,13,18,20,26,28,4,8
dlt,24029,4,19,24,28,34,4,5
dlt,24030,8,9,11,19,30,6,12
dlt,24031,9,12,15,30,34,5,6
dlt,24032,5,15,26,33,35,1,9
dlt,24033,4,8,10,11,15,7,9
dlt,24034,23,26,27,29,33,5,8
dlt,24035,5,13,17,29,33,5,12
dlt,24036,2,5,11,32,34,6,10
dlt,24037,17,19,20,29,35,7,11
dlt,24038,15,22,24,25,29,1,5
dlt,24039,3,10,11,20,22,6,10
dlt,24040,5,12,16,29,30,3,6
dlt,24041,6,8,14,16,28,3,5
dlt,24042,1,8,15,23,35,5,12
dlt,24043,3,4,8,14,27,5,7
dlt,24044,3,13,15,17,22,6,10
dlt,24045,9,10,14,31,32,3,8
dlt,24046,6,12,17,29,30,7,11
dlt,24047,11,19,21,26,35,10,11
dlt,24048,12,18,21,26,28,8,9
dlt,24049,4,6,9,10,22,1,8
dlt,24050,3,4,14,18,26,7,9
dlt,24051,5,21,22,23,29,1,2
dlt,24052,2,3,13,22,34,4,8
dlt,24053,1,7,19,20,35,3,9
dlt,24054,5,6,9,11,22,1,3
dlt,24055,7,17,22,30,34,5,7
dlt,24056,16,17,18,27,35,6,12
dlt,24057,9,25,30,33,34,3,9
dlt,24058,6,10,13,20,32,1,2
dlt,24059,17,18,20,25,31,3,12
dlt,24060,3,21,25,28,30,1,12
dlt,24061,1,12,19,31,33,5,8
dlt,24062,5,14,15,16,33,3,5
dlt,24063,7,12,16,33,34,1,3
dlt,24064,5,12,21,32,33,8,9
dlt,24065,5,10,18,26,27,3,6
dlt,24066,13,19,20,24,25,6,7
dlt,24067,3,11,14,20,22,6,9
dlt,24068,15,20,31,32,33,5,10
dlt,24069,7,9,16,20,24,3,7
dlt,24070,4,20,21,32,34,2,9
dlt,24071,6,10,15,34,35,2,10
dlt,24072,4,17,21,23,32,1,6
dlt,24073,7,9,12,21,23,5,9
dlt,24074,2,10,11,21,27,9,11
dlt,24075,8,17,26,28,32,1,10
dlt,24076,1,6,22,27,35,7,12
dlt,24077,1,3,25,26,29,6,12
dlt,24078,5,7,10,14,15,4,7
dlt,24079,3,8,17,18,23,6,11
dlt,24080,3,5,24,27,28,9,11
dlt,24081,14,15,25,27,34,1,10
dlt,24082,8,21,23,24,26,4,5
dlt,24083,9,11,12,13,30,7,9
dlt,24084,4,11,16,17,23,5,10
dlt,24085,2,9,16,29,35,1,6
dlt,24086,11,12,14,22,28,7,11
dlt,24087,7,10,20,28,34,5,10
dlt,24088,1,2,23,28,32,3,5
dlt,24089,5,6,29,30,34,7,8
dlt,24090,2,3,6,28,33,7,11
dlt,24091,1,8,11,17,21,1,2
dlt,24092,2,4,25,26,31,1,6
dlt,24093,16,24,26,28,29,8,12
dlt,24094,12,13,24,29,31,2,8
dlt,24095,1,7,19,26,27,3,5
dlt,24096,2,3,23,27,31,1,10
dlt,24097,7,11,12,14,19,2,8
dlt,24098,3,10,15,19,29,9,10
dlt,24099,4,10,24,31,35,5,8
dlt,24100,2,12,19,22,32,5,11
dlt,24101,16,19,22,27,35,6,10
dlt,24102,1,5,9,14,20,5,11
dlt,24103,19,21,29,32,33,6,8
dlt,24104,1,4,9,13,17,6,9
dlt,24105,14,20,21,28,32,9,11
dlt,24106,5,11,19,22,29,2,12
dlt,24107,6,14,16,18,34,3,10
dlt,24108,16,17,21,31,34,3,8
dlt,24109,12,23,26,27,28,3,11
dlt,24110,1,7,8,18,28,4,12
dlt,24111,3,9,19,27,30,7,11
dlt,24112,5,15,24,31,34,3,10
dlt,24113,16,18,25,26,33,4,8
dlt,24114,12,27,30,34,35,5,11
dlt,24115,3,4,12,19,24,8,12
dlt,24116,1,3,6,16,25,1,11
dlt,24117,2,10,22,26,28,2,4
dlt,24118,1,3,9,16,19,5,11
dlt,24119,6,12,28,30,33,2,7
dlt,24120,4,12,17,23,27,2,8
dlt,24121,7,15,18,24,33,4,5
dlt,24122,5,6,9,15,17,3,10
dlt,24123,3,9,16,30,31,8,9
dlt,24124,2,3,7,10,25,1,11
dlt,24125,10,14,19,24,26,1,10
dlt,24126,2,10,17,28,34,7,8
dlt,24127,2,3,10,16,28,7,10
dlt,24128,3,7,10,29,31,1,3
dlt,24129,7,19,30,31,34,5,7
dlt,24130,11,21,25,31,32,4,10
dlt,24131,2,3,4,21,26,2,3
dlt,24132,5,6,10,16,31,6,9
dlt,24133,8,10,14,22,29,4,6
